Ax,Ay,Az,Gx,Gy,Gz,Flow_X,Flow_Y,LiDar
-29.48,-23.99,1012.76,2.81,3.42,5.13,0,0,10
-32.41,-26,1010.56,4.27,6.35,3.3,0,-1,9
-32.41,-26,1010.56,1.59,0.85,5.49,0,0,10
-33.14,-26.55,1009.64,1.1,4.88,11.47,0,0,11
-33.14,-26.55,1009.64,-1.34,2.32,4.15,0,0,10
-33.14,-26.55,1009.64,2.81,-1.95,0.37,0,0,10
-33.14,-26.55,1009.64,0.37,0.73,-0.49,0,0,10
-34.24,-21.06,1009.09,-1.22,-5.25,7.08,0,0,10
-34.24,-21.06,1009.09,0.37,6.1,-0.24,0,0,9
-32.23,-20.51,1014.77,-5.86,1.71,0.61,0,0,10
-32.23,-20.51,1014.77,0.37,-3.17,-3.66,0,0,10
-30.76,-20.69,1012.02,2.08,-3.3,1.46,0,0,10
-30.76,-20.69,1012.02,-0.98,0.73,-1.71,0,0,9
-29.3,-21.42,1011.84,0.49,0.98,-4.64,0,0,10
-29.3,-21.42,1011.84,-2.08,-1.83,-6.96,0,1,10
-25.27,-24.35,1010.38,0.73,3.3,3.54,0,0,9
-25.27,-24.35,1010.38,-5,-1.22,-9.03,0,0,9
-24.54,-27.1,1008.18,-4.27,-0.85,-8.06,0,0,9
-24.54,-27.1,1008.18,1.34,1.71,7.69,0,0,10
-25.09,-25.63,1008.36,-2.69,-0.85,-5.37,0,0,10
-25.09,-25.63,1008.36,-2.93,2.44,3.17,0,0,10
-23.8,-21.79,1010.93,8.18,-4.27,2.69,0,0,10
-23.8,-21.79,1010.93,4.39,0.61,8.18,0,0,10
-25.63,-19.41,1010.56,-1.46,-4.52,-0.61,0,0,10
-25.63,-19.41,1010.56,-0.73,1.59,5.98,0,0,10
-25.27,-18.68,1009.64,-2.32,-3.3,-5.13,0,0,10
-25.27,-18.68,1009.64,-4.15,-4.88,-4.39,0,0,9
-25.27,-13.55,1012.39,1.34,-1.71,6.23,0,0,9
-25.27,-13.55,1012.39,4.03,3.42,0.24,0,0,10
-25.63,-18.49,1012.57,-5,6.84,0.24,0,0,9
-25.63,-18.49,1012.57,-0.98,-5.98,3.42,0,0,10
-24.17,-18.49,1013.49,0,1.22,-11.11,0,0,10
-24.17,-18.49,1013.49,-0.49,0.37,3.3,0,0,10
-25.63,-17.21,1013.12,0,-0.24,4.64,0,0,10
-25.63,-17.21,1013.12,-2.69,-1.71,-0.61,0,0,9
-26.18,-23.44,1010.01,-2.69,3.05,3.66,0,0,10
-26.18,-23.44,1010.01,3.91,2.32,-1.95,0,-1,9
-23.07,-23.99,1012.02,-4.27,-1.83,-5,0,0,10
-23.99,-24.72,1015.87,-4.27,3.91,-1.71,0,0,10
-23.99,-24.72,1015.87,-6.1,-8.42,-0.37,0,0,10
-25.09,-28.02,1012.76,1.95,3.91,1.1,0,0,10
-25.09,-28.02,1012.76,-6.1,2.93,1.46,0,0,10
-24.54,-29.66,1009.64,1.95,-1.46,-6.1,0,0,9
-24.54,-29.66,1009.64,-0.61,0.61,-6.96,0,0,10
-27.65,-29.3,1009.64,1.34,-2.93,2.08,0,0,10
-27.65,-29.3,1009.64,3.05,-1.46,-0.73,0,0,10
-27.65,-29.3,1009.64,-2.93,-2.56,-5.37,0,0,10
-27.65,-29.3,1009.64,2.08,3.66,-5.37,0,0,11
-32.78,-23.8,1010.01,2.08,-1.83,-14.16,0,0,10
-32.78,-23.8,1010.01,-2.81,3.54,-1.59,0,0,10
-34.24,-22.16,1012.02,2.44,-7.32,-6.71,0,0,9
-34.24,-22.16,1012.02,-1.22,-0.85,-1.22,0,0,10
-35.16,-19.96,1011.66,0.49,3.3,-2.44,0,0,10
-35.16,-19.96,1011.66,3.91,0,4.27,0,0,10
-36.99,-16.48,1009.83,-3.91,-5.86,-10.13,0,0,10
-36.99,-16.48,1009.83,1.83,0.12,-14.53,0,0,9
-36.99,-19.23,1007.08,-3.66,2.69,6.47,0,0,10
-36.99,-19.23,1007.08,1.34,3.17,-3.66,0,0,10
-33.87,-18.13,1010.38,-2.56,2.56,-9.16,0,0,10
-33.87,-18.13,1010.38,0.73,-0.61,1.71,0,0,9
-26.55,-18.49,1010.93,-5.37,1.59,-3.54,0,0,10
-26.55,-18.49,1010.93,-2.32,-0.98,-5,0,0,9
-27.1,-20.69,1011.11,-2.93,-1.34,0.61,0,0,11
-27.1,-20.69,1011.11,-1.71,0.24,6.35,0,0,10
-24.54,-19.23,1008.73,-1.22,5.49,-5.49,0,0,10
-24.54,-19.23,1008.73,4.76,-2.08,5.86,0,0,10
-19.78,-20.32,1013.49,3.42,3.3,-4.88,0,0,9
-19.78,-20.32,1013.49,3.91,-1.83,-0.24,0,0,11
-21.61,-21.97,1012.94,-0.98,1.83,-3.17,0,0,10
-21.61,-21.97,1012.94,-2.81,0.98,2.69,0,0,10
-21.61,-21.97,1012.94,-3.66,0.12,0.61,0,0,9
-21.61,-21.97,1012.94,1.71,-2.69,-3.05,0,0,10
-19.23,-21.97,1013.67,2.81,-4.03,10.99,0,0,9
-19.23,-21.97,1013.67,1.46,-0.85,0.73,0,0,10
-19.04,-21.97,1010.19,-0.49,5.37,8.91,0,0,10
-19.04,-21.97,1010.19,1.83,-3.91,-1.34,0,0,10
-22.52,-23.62,1013.31,6.84,4.39,7.08,0,0,10
-22.52,-23.62,1013.31,-2.81,3.05,-1.22,0,0,11
-24.54,-24.17,1013.12,0.85,2.44,4.15,0,0,9
-24.54,-24.17,1013.12,-2.32,2.44,-8.18,0,0,10
-24.54,-24.17,1013.12,5.74,3.17,-2.2,0,0,10
-30.94,-26.18,1011.11,1.83,0.73,-2.93,0,0,10
-30.94,-26.18,1011.11,5.37,-3.17,5.13,0,0,10
-32.96,-23.44,1011.29,1.34,1.71,11.23,0,0,10
-32.96,-23.44,1011.29,-0.98,-8.3,-3.3,0,0,10
-31.68,-21.42,1010.01,-2.81,-2.08,5,0,0,10
-31.68,-21.42,1010.01,1.46,-1.22,-6.71,0,0,10
-31.68,-21.42,1010.01,0.24,1.1,-7.45,0,0,10
-31.68,-21.42,1010.01,4.03,-3.54,-5,0,0,10
-35.52,-21.97,1009.83,3.91,-2.44,3.78,0,0,10
-35.52,-21.97,1009.83,-0.61,0.98,0.61,0,0,9
-34.24,-19.59,1012.39,1.46,4.52,-6.84,0,0,10
-34.24,-19.59,1012.39,1.95,-4.76,-5.86,0,0,10
-31.68,-20.51,1012.02,0,-0.73,7.32,0,0,9
-31.68,-20.51,1012.02,0.98,5.49,6.1,0,0,10
-31.31,-18.13,1011.84,1.46,-0.85,5.49,0,0,9
-31.31,-18.13,1011.84,-3.66,-8.06,-0.24,0,0,9
-26.55,-21.06,1012.57,-8.06,1.83,2.08,0,0,10
-26.55,-21.06,1012.57,0.61,1.46,-5.98,0,0,10
-26.55,-24.72,1010.74,0.85,2.93,0.73,0,0,10
-26.55,-24.72,1010.74,-4.39,1.95,-8.18,0,0,10
-24.9,-24.54,1009.83,1.59,1.71,0.73,0,0,10
-24.9,-24.54,1009.83,1.1,-4.76,0.98,0,0,9
-22.71,-27.47,1008.36,6.59,0,-8.91,0,0,10
-22.71,-27.47,1008.36,-2.08,0.24,3.42,0,0,10
-23.99,-26.92,1008.73,-0.49,6.35,6.35,0,0,9
-23.99,-26.92,1008.73,8.18,-0.85,-3.17,0,0,9
-24.17,-23.44,1009.64,-4.64,3.54,1.22,0,0,10
-24.17,-23.44,1009.64,1.46,5.13,-3.78,0,0,10
-23.99,-23.62,1010.74,2.81,4.39,9.28,0,0,10
-23.99,-23.62,1010.74,2.81,-2.44,-2.93,0,0,10
-25.27,-22.52,1010.38,-1.1,0,1.22,0,0,10
-25.27,-22.52,1010.38,-0.85,-1.34,-2.93,0,0,11
-24.35,-21.06,1012.21,0.37,0.24,-0.24,0,0,11
-24.35,-21.06,1012.21,2.56,-1.46,-0.37,0,0,10
-25.82,-22.16,1011.29,2.2,1.71,2.69,0,0,10
-25.82,-22.16,1011.29,-0.98,-5.37,-6.1,0,0,10
-22.71,-21.42,1009.46,3.78,4.03,-1.22,0,0,10
-22.71,-21.42,1009.46,1.59,3.78,8.18,0,0,10
-22.52,-21.79,1011.11,-0.98,2.44,-10.38,0,0,11
-22.52,-21.79,1011.11,3.3,4.27,-3.78,0,0,10
-25.27,-23.8,1010.38,-3.17,2.56,13.43,0,0,10
-24.17,-21.06,1011.11,3.42,5.74,6.71,0,0,10
-24.17,-21.06,1011.11,3.78,2.08,-3.91,0,0,11
-26.73,-23.99,1011.11,1.71,2.81,8.42,0,0,10
-26.73,-23.99,1011.11,-0.49,-3.66,7.32,0,0,10
-29.66,-26.37,1009.64,-2.81,-1.71,4.15,0,0,9
-29.66,-26.37,1009.64,-3.3,4.64,-1.46,0,0,10
-29.66,-26.37,1009.64,-0.73,5.37,-0.24,0,0,10
-29.66,-26.37,1009.64,0.12,-2.69,2.2,0,0,10
-29.66,-26.37,1009.64,-3.54,-5,6.84,0,0,10
-29.66,-26.37,1009.64,-9.16,4.27,-3.3,0,0,9
-32.96,-20.87,1011.11,5.37,2.56,9.03,0,0,10
-32.96,-20.87,1011.11,-2.93,1.1,-8.06,0,0,10
-31.86,-20.51,1010.56,5.13,-0.85,4.76,0,0,10
-31.86,-20.51,1010.56,-0.12,0.12,-8.06,0,0,9
-32.41,-19.04,1012.94,6.71,-0.49,10.99,0,0,10
-32.41,-19.04,1012.94,3.78,-0.12,-8.06,0,0,10
-31.86,-21.97,1009.28,-1.71,-2.56,-0.73,0,0,10
-31.86,-21.97,1009.28,0,3.17,0.12,0,0,9
-30.21,-16.85,1012.39,-0.61,-5.62,3.91,0,0,10
-30.21,-16.85,1012.39,-0.49,-4.52,-3.05,0,0,10
-27.47,-17.21,1014.04,-0.24,1.46,0.24,0,0,10
-27.47,-17.21,1014.04,-0.12,-3.91,-1.22,0,0,10
-26,-21.97,1013.67,2.81,2.81,-7.57,0,0,10
-26,-21.97,1013.67,1.83,-1.1,-4.52,0,0,10
-24.54,-20.69,1009.28,-0.49,0.37,2.2,0,0,9
-24.54,-20.69,1009.28,4.52,-4.64,4.52,0,0,9
-21.42,-23.25,1010.93,-7.2,5.49,3.78,0,0,10
-21.42,-23.25,1010.93,7.57,-1.34,17.94,0,0,9
-21.06,-24.54,1008.54,-2.69,3.42,0.49,0,0,11
-21.06,-24.54,1008.54,2.56,-1.83,1.59,0,0,10
-20.69,-21.61,1010.74,0.98,-2.08,11.6,0,0,10
-20.69,-21.61,1010.74,10.25,-5.37,-3.17,0,0,10
-19.96,-24.9,1013.49,2.08,0.73,3.3,0,0,10
-19.96,-24.9,1013.49,-1.34,0,0.37,0,0,10
-23.62,-23.07,1014.59,1.95,4.15,9.89,0,0,9
-23.62,-23.07,1014.59,1.83,-0.73,-2.32,0,0,10
-22.34,-21.97,1012.21,-1.95,-4.64,-5.37,0,0,10
-22.34,-21.97,1012.21,5.62,-1.83,0.12,0,0,9
-23.44,-23.25,1011.11,0.85,1.71,0.73,0,0,10
-23.44,-23.25,1011.11,-2.69,0.98,10.74,0,0,10
-24.17,-21.61,1011.47,2.69,2.56,3.17,0,0,10
-25.82,-24.35,1011.66,-7.08,-1.71,-6.84,0,0,10
-25.82,-24.35,1011.66,3.42,1.1,-0.73,0,0,10
-29.3,-23.25,1009.64,3.78,-0.12,-0.98,0,0,10
-29.3,-23.25,1009.64,-5,-3.91,2.32,0,0,9
-32.59,-18.86,1008.36,5.74,-1.95,-2.81,0,0,10
-32.59,-18.86,1008.36,-3.91,-0.49,-7.69,0,0,11
-32.59,-18.86,1008.36,-1.1,1.1,0.12,0,0,10
-32.59,-18.86,1008.36,1.83,3.42,10.74,0,0,10
-32.59,-18.86,1008.36,-3.05,-4.76,8.67,0,0,10
-32.59,-18.86,1008.36,-3.3,0.12,0.98,0,0,10
-32.41,-18.13,1013.49,5,0.24,-2.32,0,0,10
-32.41,-18.13,1013.49,-0.12,-3.66,-8.67,0,0,10
-30.76,-17.58,1010.93,1.83,2.08,3.05,0,0,10
-30.76,-17.58,1010.93,-7.93,-3.66,-0.49,0,0,10
-30.21,-20.69,1012.94,-2.32,-5.49,-11.72,0,0,10
-30.21,-20.69,1012.94,-1.83,1.34,-1.71,0,1,10
-26.73,-23.07,1014.95,0.73,-0.49,-4.03,0,0,10
-26.73,-23.07,1014.95,0.49,-4.03,-5.86,0,0,10
-25.63,-23.8,1012.76,-7.69,2.69,-7.45,0,0,10
-25.63,-23.8,1012.76,4.64,0.73,-4.52,0,0,9
-23.62,-26,1010.19,-0.12,1.59,-6.35,0,0,10
-23.62,-26,1010.19,0,-2.93,-5.37,0,0,10
-21.42,-26.18,1008.73,0.85,1.71,-2.81,0,0,10
-21.42,-26.18,1008.73,-6.23,2.44,1.46,0,0,11
-21.42,-25.09,1011.47,0.37,5.86,1.1,0,0,10
-21.42,-25.09,1011.47,4.52,-2.69,-4.76,0,0,10
-24.35,-26.18,1011.11,-1.95,-1.71,5.13,0,0,10
-24.35,-26.18,1011.11,-4.76,-2.56,5.74,0,0,10
-23.07,-28.38,1012.02,-3.17,-2.2,4.88,0,0,10
-23.07,-28.38,1012.02,1.46,5,2.69,0,0,10
-25.09,-22.16,1010.93,-2.32,-0.12,-6.96,0,0,9
-25.09,-22.16,1010.93,-3.66,-0.73,-4.39,0,0,10
-27.1,-23.99,1009.64,4.52,2.32,8.18,0,0,9
-27.1,-23.99,1009.64,3.54,4.39,0.98,0,0,11
-27.28,-20.87,1008.91,-2.32,1.1,-8.06,0,0,9
-27.28,-20.87,1008.91,6.84,8.3,0.49,0,0,10
-29.48,-19.96,1012.57,-2.44,-3.42,5.13,0,0,9
-29.48,-19.96,1012.57,-0.98,1.83,-1.59,0,0,10
-30.03,-18.13,1011.47,-0.24,5.13,7.57,0,0,10
-30.03,-18.13,1011.47,2.56,-9.03,5.74,0,0,10
-29.48,-18.68,1012.21,0.85,-1.83,4.52,0,0,10
-29.48,-19.96,1010.19,-2.93,2.32,-1.95,0,0,11
-29.48,-19.96,1010.19,-0.85,5.86,-7.69,0,0,10
-30.4,-20.32,1009.28,-2.56,-6.84,-7.08,0,0,10
-30.4,-20.32,1009.28,1.83,-5.13,-2.32,0,0,9
-24.54,-21.79,1010.56,2.93,-0.12,-2.93,0,0,10
-24.54,-21.79,1010.56,6.59,2.56,1.1,0,0,10
-26.73,-22.52,1013.31,1.59,-2.44,-3.54,0,0,11
-26.73,-22.52,1013.31,4.52,0,-2.81,0,-1,10
-26.73,-22.52,1013.31,5.49,2.93,-1.34,0,0,10
-26.73,-22.52,1013.31,-5.25,3.42,-1.83,0,0,11
-28.93,-24.9,1008.73,0.98,0.24,-1.71,0,0,11
-28.93,-24.9,1008.73,1.46,3.17,-2.93,0,0,9
-30.4,-22.89,1010.74,0.85,-0.49,-11.35,0,0,10
-30.4,-22.89,1010.74,3.42,0,0.61,0,0,9
-28.75,-25.82,1010.93,0,0,0.12,0,0,9
-28.75,-25.82,1010.93,8.54,4.52,11.11,0,0,11
-29.85,-25.09,1009.46,3.66,6.35,6.96,0,0,10
-29.85,-25.09,1009.46,0,1.34,0.73,0,0,11
-28.75,-23.44,1009.28,0,-1.95,2.2,0,0,9
-28.75,-23.44,1009.28,2.44,-3.91,-9.16,0,0,9
-28.93,-23.25,1010.56,-1.95,5.49,-1.71,0,0,11
-28.93,-23.25,1010.56,0.49,-0.12,0.24,0,0,10
-26.92,-23.07,1008.73,-1.95,0.85,-1.83,0,0,11
-26.92,-23.07,1008.73,-0.85,3.78,-1.71,0,0,10
-28.2,-21.61,1010.19,-2.44,-4.88,-5.74,0,0,10
-28.2,-21.61,1010.19,3.78,0,-0.85,0,1,10
-26.18,-21.42,1010.56,-3.05,3.05,-4.15,0,0,11
-26.18,-21.42,1010.56,-1.95,-0.61,-6.1,0,0,10
-27.1,-22.89,1008.91,-5,-6.1,-2.32,0,0,10
-27.1,-22.89,1008.91,-1.46,-0.73,-2.93,0,0,10
-26.37,-20.51,1011.66,0.12,-7.57,3.42,0,0,10
-26.37,-20.51,1011.66,0.24,0.24,-2.32,0,0,9
-22.89,-20.87,1011.66,3.17,1.83,-1.1,0,0,11
-22.89,-20.87,1011.66,1.22,3.05,2.69,0,0,10
-23.44,-20.51,1009.64,0.61,3.3,-3.78,0,0,11
-23.44,-20.51,1009.64,-9.03,-0.73,-3.78,0,0,10
-24.35,-20.69,1008,-2.44,-3.42,-8.18,0,0,10
-24.35,-20.69,1008,4.64,-1.1,6.23,0,0,10
-22.89,-22.34,1011.47,4.39,-2.2,0.98,0,0,10
-22.89,-22.34,1011.47,-3.05,1.95,2.69,0,0,10
-24.9,-20.87,1010.19,0.98,5,1.95,0,0,9
-27.1,-22.34,1010.19,3.54,0.37,-4.15,0,0,10
-27.1,-22.34,1010.19,-5.86,-6.23,-6.23,0,0,10
-28.02,-23.62,1009.28,2.93,0.24,-2.81,0,-1,10
-28.02,-23.62,1009.28,4.27,0.61,11.84,0,0,10
-27.47,-23.25,1011.84,0.49,1.1,-0.49,0,0,10
-27.47,-23.25,1011.84,3.91,-0.12,1.22,0,0,9
-30.21,-23.44,1009.83,0.85,-5.13,4.88,0,0,10
-30.21,-23.44,1009.83,1.71,1.95,3.54,0,0,11
-30.21,-23.44,1009.83,1.46,0,11.6,0,0,9
-30.21,-23.44,1009.83,-5.62,-1.83,0.24,0,0,10
-32.04,-23.07,1011.11,2.2,-0.85,-4.64,0,0,10
-32.04,-23.07,1011.11,-2.32,-3.54,1.34,0,0,10
-30.76,-21.42,1012.94,-2.69,3.17,-7.45,0,0,10
-30.76,-21.42,1012.94,2.32,-3.42,-1.22,0,0,9
-30.58,-17.58,1011.47,0.61,-2.32,0.61,0,0,10
-30.58,-17.58,1011.47,0.12,1.95,-0.73,0,0,10
-31.68,-23.25,1012.57,3.17,2.81,4.88,0,0,10
-31.68,-23.25,1012.57,-2.56,1.22,0.61,0,0,10
-29.11,-21.97,1012.76,2.08,-0.85,-5.62,0,0,10
-29.11,-21.97,1012.76,-1.95,-0.37,2.08,0,0,10
-25.63,-21.06,1011.47,-1.22,-4.27,5.49,0,0,9
-25.63,-21.06,1011.47,-3.91,2.93,6.35,0,0,10
-23.07,-22.71,1011.66,1.83,-5.25,-2.32,0,0,10
-23.07,-22.71,1011.66,-2.2,-5.74,4.88,0,0,11
-23.99,-26.73,1012.02,-0.98,4.27,2.2,0,0,10
-23.99,-26.73,1012.02,-0.98,-1.46,-1.22,0,0,10
-25.63,-24.35,1010.74,1.34,-3.05,-2.81,0,0,10
-25.63,-24.35,1010.74,5.62,2.32,-1.1,0,0,10
-28.38,-22.89,1010.19,-1.59,-3.54,2.81,0,0,10
-28.38,-22.89,1010.19,-6.84,-1.46,4.52,0,0,10
-26,-22.16,1010.93,0.49,-4.15,-3.54,0,0,9
-26,-22.16,1010.93,1.1,-3.05,2.2,0,0,11
-27.1,-21.61,1013.85,5,-3.91,-0.24,0,0,10
-27.1,-21.61,1013.85,0.73,5.86,5.37,0,0,9
-29.66,-21.61,1013.85,4.76,1.71,4.39,0,0,11
-29.66,-21.61,1013.85,5.62,1.83,3.05,0,0,9
-27.1,-21.97,1011.84,0.61,3.42,-0.73,0,0,10
-27.1,-21.97,1011.84,-0.98,0.61,0.24,0,0,9
-29.85,-22.16,1010.93,-4.03,-2.81,3.3,0,0,10
-29.85,-22.16,1010.93,0.37,4.64,5.98,0,0,9
-29.85,-22.89,1011.29,3.78,-4.39,-7.93,0,0,10
-29.85,-22.89,1011.29,-3.42,0.37,8.67,0,0,11
-29.85,-22.89,1011.29,0.49,0.49,1.46,0,0,10
-24.72,-23.62,1010.38,-0.85,2.93,-3.42,0,0,10
-24.72,-23.62,1010.38,-1.71,0.12,-3.17,0,0,10
-26.37,-24.54,1011.84,1.59,-3.54,1.71,0,1,11
-26.37,-24.54,1011.84,6.23,1.22,-6.84,0,0,11
-28.02,-24.17,1010.74,-7.81,-0.12,-2.2,0,0,10
-28.02,-24.17,1010.74,-3.42,-1.71,-12.82,0,0,10
-28.02,-24.17,1010.74,-0.61,-3.54,1.59,0,0,10
-28.02,-24.17,1010.74,-0.61,-2.69,-0.85,0,0,10
-26.92,-23.8,1008.36,1.59,1.83,5.86,0,0,10
-26.92,-23.8,1008.36,4.52,2.69,1.34,0,0,10
-30.76,-22.52,1007.45,8.18,1.46,-2.08,0,0,10
-30.76,-22.52,1007.45,-2.93,3.42,11.47,0,0,10
-31.31,-19.96,1011.11,1.59,-5.62,1.83,0,0,9
-31.31,-19.96,1011.11,-2.32,-1.46,2.2,0,0,10
-28.02,-15.56,1011.84,-2.93,-6.96,3.66,0,0,9
-28.02,-15.56,1011.84,4.76,7.45,7.45,0,0,9
-30.76,-18.31,1011.84,0.37,-0.37,4.52,0,0,10
-30.76,-18.31,1011.84,0.24,6.35,-1.1,0,0,10
-30.4,-17.03,1012.21,8.18,2.56,7.45,0,0,10
-30.4,-17.03,1012.21,-3.17,-6.59,0.37,0,0,10
-27.1,-17.4,1012.39,-0.98,3.17,-0.61,0,0,9
-27.1,-17.4,1012.39,-5.86,-0.73,-3.66,0,0,11
-26.18,-18.86,1012.39,0.49,-6.1,-1.71,0,-1,10
-26.18,-18.86,1012.39,-4.52,0.61,4.88,0,0,9
-25.82,-20.87,1013.85,5.37,3.17,-1.46,0,0,10
-25.82,-20.87,1013.85,0.61,0.24,3.42,0,0,9
-23.07,-24.54,1010.74,2.2,-4.03,-3.91,0,0,10
-23.07,-24.54,1010.74,4.39,3.54,3.54,0,1,10
-23.8,-25.82,1011.11,-1.59,3.78,-2.69,0,0,11
-23.8,-25.82,1011.11,-0.85,-5.25,2.08,0,0,9
-23.8,-25.82,1011.11,5,-2.69,11.23,0,0,10
-23.8,-25.82,1011.11,-0.24,-1.83,-2.81,0,0,10
-22.71,-28.38,1011.47,-1.71,-0.85,-0.37,0,0,10
-22.71,-28.38,1011.47,-1.34,-7.57,-0.85,0,0,10
-24.9,-24.54,1010.19,-4.27,5.86,-0.85,0,0,9
-24.9,-24.54,1010.19,0.73,-2.2,-2.32,0,0,10
-27.28,-21.61,1014.59,-6.59,4.39,-1.59,0,-1,10
-27.28,-21.61,1014.59,5.25,-3.78,-7.57,0,0,10
-24.9,-24.35,1012.39,0.85,-1.95,1.83,0,0,10
-24.9,-24.35,1012.39,-6.84,-2.56,-6.84,0,0,10
-27.83,-18.86,1012.02,1.59,2.69,12.57,0,0,10
-27.65,-20.32,1009.28,0,2.32,-3.42,0,0,10
-27.65,-20.32,1009.28,0.24,4.15,4.15,0,1,10
-28.2,-23.44,1009.46,0.85,0.12,-11.11,0,0,10
-28.2,-23.44,1009.46,-0.49,0.24,0,0,0,11
-29.85,-22.34,1008.54,3.3,6.96,2.44,0,0,10
-29.85,-22.34,1008.54,5.49,0.85,-1.34,0,0,10
-29.85,-22.34,1008.54,0.85,-6.59,-1.46,0,0,10
-29.85,-22.34,1008.54,-2.08,-2.32,-2.56,0,0,9
-29.85,-22.34,1008.54,0,-1.1,-6.47,0,-1,10
-29.85,-22.34,1008.54,2.93,-2.56,4.52,0,0,10
-26.18,-17.94,1009.09,0.37,1.46,-0.85,0,0,10
-26.18,-17.94,1009.09,0,1.95,1.1,0,0,10
-28.02,-17.76,1012.02,-3.66,0.85,-2.44,0,0,10
-28.02,-17.76,1012.02,-4.03,-0.12,-9.4,0,0,10
-31.31,-18.86,1010.01,0.73,-1.83,0,0,0,10
-31.31,-18.86,1010.01,-6.35,-2.69,-0.85,0,0,10
-22.89,-17.21,1014.04,-0.49,2.93,-0.85,0,0,10
-22.89,-17.21,1014.04,3.78,4.03,-2.56,0,0,10
-26.92,-23.8,1010.56,5.25,-3.78,0.73,0,0,10
-26.92,-23.8,1010.56,-3.42,-4.27,-2.2,0,0,10
-26.73,-24.72,1011.84,0.49,5.37,13.79,0,0,10
-26.73,-24.72,1011.84,-0.98,-3.42,8.67,0,0,10
-26.18,-24.35,1007.63,-0.85,2.32,-3.78,0,0,9
-26.18,-24.35,1007.63,0.49,-0.12,-2.93,0,0,9
-25.82,-29.48,1006.53,-1.95,1.83,0.85,0,0,10
-25.82,-29.48,1006.53,2.2,-0.24,4.76,0,0,10
-27.47,-27.65,1009.28,0.12,5.13,-2.2,0,0,10
-27.47,-27.65,1009.28,-6.47,4.64,-3.91,0,0,10
-25.82,-23.8,1010.19,-2.56,-3.17,2.32,0,0,11
-25.82,-23.8,1010.19,-0.24,1.71,4.88,0,0,10
-27.28,-25.63,1010.74,2.32,-3.17,5.98,0,0,9
-27.28,-25.63,1010.74,-3.3,-4.15,2.2,0,0,9
-29.66,-22.89,1010.56,-3.91,-4.88,5.86,0,0,10
-29.66,-22.89,1010.56,2.32,2.56,-5.98,0,1,10
-29.66,-20.87,1012.94,-6.47,4.39,4.27,0,0,10
-29.66,-20.87,1012.94,4.76,1.83,-14.16,0,0,10
-29.66,-21.42,1015.32,-0.24,1.22,-10.86,0,0,10
-29.66,-21.42,1015.32,5,3.54,-3.42,0,0,10
-29.3,-21.79,1010.93,-0.49,4.88,4.88,0,-1,10
-29.3,-21.79,1010.93,-4.15,7.2,5.74,0,0,10
-29.3,-22.71,1012.76,-2.08,-1.59,3.05,0,0,10
-29.85,-24.17,1012.94,2.32,-0.12,-2.08,0,0,11
-29.85,-24.17,1012.94,0,-0.49,1.83,0,0,10
-28.56,-23.07,1010.38,1.83,-2.93,8.42,0,0,9
-28.56,-23.07,1010.38,-3.78,5,0.73,0,0,10
-23.99,-21.06,1009.83,-2.2,-2.32,6.84,0,0,10
-23.99,-21.06,1009.83,6.47,-2.08,-1.46,0,0,10
-23.99,-21.06,1009.83,-2.81,-2.44,-3.42,0,0,10
-23.99,-21.06,1009.83,2.2,5,1.83,0,0,11
-23.99,-21.06,1009.83,3.17,-6.71,-0.37,0,0,10
-23.99,-21.06,1009.83,5.25,3.66,-9.64,0,0,9
-28.93,-21.24,1008.91,-5.86,-3.54,11.96,0,0,10
-28.93,-21.24,1008.91,-0.85,0.49,5.74,0,0,10
-26.92,-20.14,1011.11,3.05,0.85,-2.56,0,0,10
-26.92,-20.14,1011.11,-4.64,5.37,0.61,0,0,10
-26.55,-18.31,1011.84,-1.46,0.37,0.49,0,0,10
-26.55,-18.31,1011.84,-0.98,-0.73,5.25,0,0,10
-29.85,-16.48,1010.74,-2.81,5.13,1.1,0,0,10
-29.85,-16.48,1010.74,-0.12,3.42,2.81,0,0,9
-26.73,-15.93,1011.84,2.56,-4.27,3.17,0,0,10
-26.73,-15.93,1011.84,-4.76,1.83,-2.81,0,0,10
-26.73,-17.21,1011.66,2.08,1.22,1.22,0,0,11
-26.73,-17.21,1011.66,-2.08,5,4.27,0,0,10
-26.55,-16.85,1010.56,2.32,-2.81,3.05,0,0,10
-26.55,-16.85,1010.56,-2.69,-0.73,10.13,0,0,9
-27.28,-21.61,1008,-4.39,-1.95,3.17,0,0,10
-27.28,-21.61,1008,0.49,0.24,-1.22,0,0,11
-26,-27.83,1007.81,1.46,0.12,3.42,0,0,11
-26,-27.83,1007.81,-1.1,-1.95,4.27,0,0,10
-26,-27.47,1008.18,6.35,2.08,7.08,0,0,9
-26,-27.47,1008.18,-2.08,-4.52,0.24,0,0,10
-25.45,-29.66,1009.28,7.45,-1.46,-2.81,0,0,9
-25.45,-29.66,1009.28,4.39,5.86,-7.08,0,0,11
-23.44,-29.85,1008.73,-3.91,-4.88,2.56,0,0,9
-23.44,-29.85,1008.73,-0.49,1.46,13.31,0,0,10
-25.63,-27.65,1010.01,-2.44,0.12,11.84,0,0,10
-25.63,-27.65,1010.01,3.66,-5.37,9.52,0,0,10
-27.47,-26.55,1009.83,0.49,-5.74,-5.37,0,0,10
-27.47,-26.55,1009.83,3.91,-0.85,-4.15,0,0,11
